Intentions,Topics,Subtopics,Keyword,Volume,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Avg. monthly searches,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022
NA,out of scope,other,c8,165000.0,0%,50%,Low,0.0,0.22,1.9,,,,,,135000.0,201000.0,165000.0,301000.0,135000.0,60500.0,60500.0,201000.0,201000.0,201000.0,165000.0,165000.0,135000.0,165000.0,135000.0,165000.0,110000.0,49500.0,60500.0,135000.0,135000.0,135000.0,110000.0,135000.0,110000.0,135000.0,90500.0,90500.0,90500.0,49500.0,49500.0,110000.0,110000.0,135000.0,90500.0,110000.0,110000.0,246000.0,201000.0,135000.0,165000.0,60500.0,60500.0,110000.0,135000.0,165000.0,165000.0,165000.0,165000.0
space,people,other,thomas pesquet,74000.0,-18%,0%,Low,1.0,,,,,,,,135000.0,33100.0,27100.0,27100.0,27100.0,49500.0,33100.0,33100.0,33100.0,40500.0,246000.0,49500.0,40500.0,27100.0,49500.0,33100.0,49500.0,60500.0,33100.0,40500.0,40500.0,40500.0,74000.0,49500.0,33100.0,60500.0,74000.0,90500.0,40500.0,60500.0,49500.0,60500.0,90500.0,49500.0,90500.0,60500.0,74000.0,135000.0,1830000.0,450000.0,201000.0,110000.0,110000.0,110000.0,165000.0,823000.0,90500.0,135000.0,74000.0
NA,out of scope,other,mercure,201000.0,22%,306%,Low,1.0,0.58,2.07,,,,,,74000.0,33100.0,33100.0,33100.0,33100.0,27100.0,27100.0,49500.0,40500.0,33100.0,33100.0,40500.0,33100.0,40500.0,33100.0,33100.0,33100.0,33100.0,33100.0,49500.0,40500.0,60500.0,40500.0,49500.0,40500.0,49500.0,49500.0,40500.0,40500.0,40500.0,40500.0,74000.0,74000.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,301000.0,110000.0,201000.0,246000.0,301000.0,301000.0,201000.0,165000.0,135000.0,201000.0
observable objects,moon,other,lune,90500.0,0%,-18%,Low,1.0,0.24,1.17,,,,,,110000.0,74000.0,74000.0,74000.0,74000.0,165000.0,74000.0,74000.0,74000.0,74000.0,74000.0,110000.0,74000.0,74000.0,74000.0,74000.0,74000.0,135000.0,110000.0,110000.0,110000.0,110000.0,90500.0,110000.0,110000.0,135000.0,201000.0,165000.0,110000.0,110000.0,110000.0,135000.0,135000.0,135000.0,110000.0,110000.0,110000.0,135000.0,165000.0,135000.0,90500.0,110000.0,110000.0,110000.0,110000.0,110000.0,90500.0,110000.0,90500.0
observable objects,solar system,other,systeme solaire,74000.0,-18%,-55%,High,73.0,0.53,1.45,,,,,,90500.0,60500.0,49500.0,60500.0,49500.0,74000.0,74000.0,110000.0,74000.0,74000.0,60500.0,74000.0,60500.0,60500.0,49500.0,60500.0,60500.0,74000.0,74000.0,135000.0,90500.0,90500.0,90500.0,110000.0,90500.0,110000.0,135000.0,135000.0,90500.0,74000.0,90500.0,135000.0,110000.0,110000.0,110000.0,110000.0,165000.0,135000.0,135000.0,110000.0,90500.0,60500.0,74000.0,135000.0,110000.0,110000.0,90500.0,110000.0,74000.0
observable objects,stars,other,etoil,90500.0,-45%,0%,High,78.0,0.38,1.52,,,,,,90500.0,49500.0,49500.0,49500.0,49500.0,74000.0,90500.0,60500.0,60500.0,74000.0,90500.0,60500.0,49500.0,49500.0,40500.0,49500.0,60500.0,74000.0,74000.0,90500.0,90500.0,110000.0,165000.0,90500.0,90500.0,90500.0,110000.0,90500.0,74000.0,90500.0,90500.0,90500.0,90500.0,135000.0,165000.0,110000.0,90500.0,90500.0,90500.0,90500.0,74000.0,74000.0,74000.0,90500.0,90500.0,135000.0,165000.0,110000.0,90500.0
astronomy,ephemeris,other,éphéméride,74000.0,-33%,-18%,Low,6.0,0.64,1.84,,,,,,90500.0,60500.0,60500.0,60500.0,60500.0,74000.0,74000.0,74000.0,74000.0,74000.0,90500.0,90500.0,74000.0,74000.0,74000.0,60500.0,60500.0,74000.0,90500.0,74000.0,90500.0,90500.0,110000.0,110000.0,74000.0,74000.0,90500.0,90500.0,74000.0,90500.0,90500.0,74000.0,90500.0,90500.0,110000.0,110000.0,90500.0,90500.0,90500.0,74000.0,74000.0,74000.0,90500.0,74000.0,74000.0,90500.0,110000.0,110000.0,74000.0
observable objects,sun,other,soleil,90500.0,,,Faible,0.0,"0,37","2,38",,,,,,90500.0,,74000.0,60500.0,60500.0,49500.0,49500.0,49500.0,49500.0,49500.0,40500.0,49500.0,49500.0,60500.0,49500.0,60500.0,90500.0,90500.0,74000.0,90500.0,90500.0,90500.0,90500.0,110000.0,90500.0,135000.0,135000.0,135000.0,110000.0,90500.0,74000.0,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,110000.0,110000.0,110000.0,110000.0,90500.0,74000.0,90500.0,90500.0,90500.0,74000.0,90500.0,90500.0
space,space telescopes,other,james webb,22200.0,-87%,1608%,Low,0.0,0.25,0.54,,,,,,8100.0,1300.0,1600.0,880.0,880.0,1000.0,1300.0,1000.0,1600.0,1300.0,1300.0,1300.0,880.0,1300.0,1000.0,880.0,720.0,1300.0,2900.0,1600.0,1600.0,1300.0,1300.0,1300.0,1000.0,1300.0,1600.0,1600.0,1300.0,1300.0,1000.0,880.0,1000.0,1000.0,1300.0,1300.0,1300.0,1900.0,1300.0,2400.0,4400.0,2900.0,4400.0,4400.0,6600.0,8100.0,165000.0,90500.0,22200.0
observable objects,nebulas,other,nebuleuse,49500.0,-18%,0%,Low,4.0,0.87,6.68,,,,,,33100.0,14800.0,14800.0,12100.0,12100.0,12100.0,14800.0,14800.0,14800.0,18100.0,18100.0,14800.0,14800.0,14800.0,18100.0,14800.0,14800.0,18100.0,22200.0,22200.0,22200.0,22200.0,22200.0,27100.0,22200.0,27100.0,49500.0,40500.0,27100.0,27100.0,27100.0,33100.0,49500.0,49500.0,60500.0,60500.0,49500.0,60500.0,49500.0,49500.0,40500.0,33100.0,40500.0,49500.0,49500.0,60500.0,60500.0,74000.0,49500.0
space,nasa / european space agency,other,nasa,60500.0,0%,-70%,Medium,52.0,1.47,3.33,,,,,,74000.0,49500.0,49500.0,40500.0,60500.0,60500.0,49500.0,49500.0,60500.0,90500.0,60500.0,74000.0,49500.0,74000.0,60500.0,60500.0,49500.0,60500.0,60500.0,60500.0,74000.0,60500.0,60500.0,74000.0,74000.0,135000.0,135000.0,201000.0,60500.0,90500.0,60500.0,60500.0,74000.0,74000.0,74000.0,74000.0,201000.0,90500.0,165000.0,90500.0,60500.0,40500.0,40500.0,49500.0,49500.0,74000.0,60500.0,74000.0,60500.0
observable objects,planets,other,saturne,49500.0,-18%,-33%,Low,1.0,0.04,0.67,,,,,,49500.0,33100.0,33100.0,33100.0,33100.0,33100.0,49500.0,49500.0,40500.0,40500.0,40500.0,49500.0,33100.0,33100.0,33100.0,33100.0,40500.0,49500.0,60500.0,60500.0,60500.0,60500.0,60500.0,60500.0,49500.0,60500.0,74000.0,60500.0,49500.0,60500.0,60500.0,74000.0,60500.0,74000.0,74000.0,74000.0,74000.0,74000.0,60500.0,60500.0,49500.0,40500.0,60500.0,74000.0,60500.0,60500.0,60500.0,60500.0,49500.0
observable objects,planets,other,planètes,49500.0,0%,-33%,Medium,43.0,0.17,0.61,,,,,,60500.0,40500.0,33100.0,33100.0,33100.0,40500.0,40500.0,49500.0,49500.0,40500.0,40500.0,40500.0,33100.0,40500.0,33100.0,40500.0,40500.0,40500.0,49500.0,74000.0,60500.0,60500.0,60500.0,74000.0,60500.0,90500.0,90500.0,74000.0,60500.0,49500.0,49500.0,74000.0,60500.0,74000.0,60500.0,74000.0,74000.0,74000.0,60500.0,60500.0,49500.0,40500.0,40500.0,74000.0,60500.0,60500.0,49500.0,60500.0,49500.0
space,science,other,citédessciences,110000.0,49%,809%,Low,15.0,0.13,0.35,,,,,,60500.0,74000.0,74000.0,60500.0,40500.0,49500.0,60500.0,40500.0,90500.0,60500.0,60500.0,74000.0,90500.0,90500.0,74000.0,60500.0,49500.0,60500.0,74000.0,49500.0,110000.0,74000.0,49500.0,49500.0,90500.0,33100.0,12100.0,12100.0,22200.0,40500.0,49500.0,40500.0,74000.0,12100.0,14800.0,12100.0,12100.0,9900.0,8100.0,40500.0,60500.0,74000.0,74000.0,49500.0,110000.0,90500.0,74000.0,60500.0,110000.0
observable objects,planets,other,mars,74000.0,49%,-80%,Low,1.0,0.11,2.08,,,,,,74000.0,74000.0,40500.0,40500.0,49500.0,201000.0,90500.0,60500.0,49500.0,90500.0,74000.0,60500.0,49500.0,60500.0,40500.0,40500.0,40500.0,40500.0,33100.0,60500.0,60500.0,60500.0,49500.0,74000.0,74000.0,90500.0,60500.0,60500.0,49500.0,49500.0,49500.0,74000.0,74000.0,60500.0,60500.0,74000.0,368000.0,135000.0,90500.0,90500.0,49500.0,40500.0,40500.0,60500.0,60500.0,60500.0,49500.0,60500.0,74000.0
observable objects,moon,other,calendrierlunaire,60500.0,0%,-45%,Low,3.0,0.41,1.67,,,,,,110000.0,135000.0,165000.0,165000.0,135000.0,110000.0,110000.0,110000.0,110000.0,90500.0,90500.0,90500.0,110000.0,165000.0,201000.0,201000.0,135000.0,135000.0,135000.0,110000.0,110000.0,90500.0,90500.0,90500.0,90500.0,165000.0,301000.0,246000.0,165000.0,135000.0,135000.0,135000.0,110000.0,90500.0,90500.0,90500.0,110000.0,135000.0,135000.0,110000.0,74000.0,74000.0,74000.0,74000.0,74000.0,60500.0,60500.0,60500.0,60500.0
observable objects,galaxies,other,galaxie,60500.0,49%,-18%,Low,0.0,,,,,,,,49500.0,74000.0,49500.0,40500.0,40500.0,22200.0,27100.0,40500.0,40500.0,33100.0,40500.0,40500.0,60500.0,60500.0,49500.0,40500.0,40500.0,33100.0,40500.0,49500.0,60500.0,49500.0,60500.0,60500.0,74000.0,90500.0,74000.0,74000.0,60500.0,49500.0,40500.0,60500.0,60500.0,60500.0,60500.0,60500.0,74000.0,90500.0,74000.0,60500.0,49500.0,33100.0,33100.0,49500.0,49500.0,49500.0,40500.0,49500.0,60500.0
observable objects,planets,other,jupiter,40500.0,-18%,-33%,Low,1.0,,,,,,,,49500.0,40500.0,33100.0,40500.0,33100.0,40500.0,40500.0,40500.0,40500.0,40500.0,49500.0,40500.0,33100.0,33100.0,33100.0,33100.0,49500.0,49500.0,60500.0,49500.0,49500.0,49500.0,49500.0,49500.0,40500.0,60500.0,60500.0,60500.0,49500.0,60500.0,60500.0,60500.0,49500.0,60500.0,74000.0,60500.0,60500.0,74000.0,60500.0,60500.0,40500.0,40500.0,49500.0,60500.0,49500.0,49500.0,49500.0,49500.0,40500.0
observable objects,stars,other,constellation,40500.0,-18%,0%,Medium,51.0,0.22,0.97,,,,,,40500.0,27100.0,27100.0,27100.0,27100.0,40500.0,60500.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,22200.0,22200.0,33100.0,49500.0,60500.0,33100.0,33100.0,33100.0,40500.0,40500.0,40500.0,49500.0,60500.0,49500.0,40500.0,74000.0,90500.0,40500.0,33100.0,49500.0,40500.0,40500.0,40500.0,49500.0,40500.0,33100.0,33100.0,40500.0,74000.0,40500.0,40500.0,40500.0,49500.0,49500.0,40500.0
observable objects,planets,other,venus,40500.0,0%,-18%,Low,0.0,0.32,4.63,,,,,,40500.0,27100.0,27100.0,33100.0,27100.0,27100.0,33100.0,33100.0,27100.0,33100.0,27100.0,33100.0,27100.0,27100.0,27100.0,27100.0,33100.0,27100.0,33100.0,49500.0,40500.0,40500.0,40500.0,49500.0,49500.0,74000.0,90500.0,74000.0,40500.0,40500.0,49500.0,110000.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,40500.0,27100.0,40500.0,49500.0,40500.0,49500.0,40500.0,49500.0,40500.0
space,spaceships,other,apollo 13,12100.0,-18%,-45%,Low,0.0,,,,,,,,22200.0,14800.0,18100.0,40500.0,18100.0,9900.0,14800.0,12100.0,18100.0,14800.0,14800.0,110000.0,22200.0,18100.0,14800.0,14800.0,9900.0,60500.0,14800.0,12100.0,8100.0,9900.0,22200.0,27100.0,14800.0,18100.0,40500.0,33100.0,27100.0,9900.0,14800.0,12100.0,12100.0,18100.0,27100.0,22200.0,22200.0,22200.0,60500.0,40500.0,12100.0,12100.0,18100.0,18100.0,14800.0,14800.0,14800.0,49500.0,12100.0
space,space telescopes,other,telescope james webb,9900.0,-84%,1275%,Low,1.0,0.23,0.6,,,,,,2900.0,480.0,390.0,260.0,210.0,390.0,590.0,480.0,480.0,390.0,480.0,480.0,480.0,590.0,260.0,390.0,320.0,590.0,2400.0,720.0,720.0,720.0,720.0,590.0,480.0,1000.0,1300.0,720.0,590.0,590.0,590.0,390.0,590.0,720.0,880.0,880.0,720.0,720.0,590.0,1600.0,1900.0,880.0,3600.0,1900.0,2400.0,2900.0,60500.0,40500.0,9900.0
observable objects,moon,other,nouvelle lune,27100.0,0%,0%,Low,1.0,0.38,0.46,,,,,,27100.0,14800.0,14800.0,18100.0,22200.0,14800.0,18100.0,18100.0,22200.0,18100.0,14800.0,18100.0,18100.0,18100.0,18100.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,18100.0,22200.0,22200.0,27100.0,33100.0,40500.0,27100.0,33100.0,40500.0,33100.0,33100.0,27100.0,27100.0,27100.0,27100.0,27100.0,33100.0,33100.0,27100.0,33100.0,27100.0,33100.0,33100.0,33100.0,27100.0,40500.0,27100.0
observable objects,moon,other,lune de naissance,1900.0,2011%,1627%,Low,1.0,,,,,,,,880.0,40.0,30.0,20.0,20.0,40.0,30.0,20.0,20.0,40.0,40.0,30.0,30.0,30.0,30.0,50.0,30.0,50.0,50.0,140.0,50.0,70.0,70.0,140.0,210.0,140.0,140.0,90.0,110.0,170.0,140.0,110.0,110.0,170.0,170.0,170.0,110.0,110.0,110.0,90.0,140.0,90.0,90.0,110.0,110.0,140.0,90.0,40500.0,1900.0
space,space telescopes,other,james webb telescope,9900.0,-87%,1025%,Low,1.0,0.27,0.73,,,,,,3600.0,720.0,590.0,390.0,320.0,390.0,590.0,390.0,590.0,390.0,390.0,590.0,480.0,480.0,480.0,590.0,590.0,880.0,1600.0,1000.0,1000.0,880.0,1000.0,1000.0,720.0,880.0,1300.0,1000.0,1000.0,720.0,720.0,720.0,720.0,720.0,880.0,1300.0,880.0,1300.0,1000.0,1900.0,1600.0,1300.0,2900.0,3600.0,5400.0,5400.0,74000.0,40500.0,9900.0
telescopes,telescope generic,telescope generic,telescope,27100.0,-70%,-33%,High,100.0,0.16,0.42,< 1%,,,Y,,40500.0,18100.0,22200.0,22200.0,22200.0,49500.0,60500.0,27100.0,27100.0,49500.0,49500.0,27100.0,22200.0,27100.0,27100.0,22200.0,22200.0,40500.0,49500.0,33100.0,33100.0,49500.0,49500.0,33100.0,27100.0,33100.0,74000.0,60500.0,49500.0,60500.0,74000.0,40500.0,49500.0,90500.0,110000.0,40500.0,40500.0,40500.0,40500.0,40500.0,33100.0,33100.0,49500.0,40500.0,49500.0,74000.0,90500.0,40500.0,27100.0
observable objects,comets,other,comete,27100.0,-33%,0%,Low,1.0,0.06,0.34,,,,,,33100.0,18100.0,18100.0,18100.0,18100.0,14800.0,18100.0,27100.0,22200.0,22200.0,33100.0,27100.0,22200.0,22200.0,18100.0,22200.0,18100.0,22200.0,22200.0,27100.0,27100.0,27100.0,22200.0,27100.0,27100.0,33100.0,40500.0,40500.0,27100.0,450000.0,49500.0,33100.0,27100.0,33100.0,27100.0,27100.0,27100.0,33100.0,27100.0,27100.0,27100.0,27100.0,22200.0,33100.0,33100.0,27100.0,40500.0,40500.0,27100.0
observable objects,milky way,other,voie lactée,22200.0,0%,-33%,Low,1.0,,,,,,,,27100.0,14800.0,14800.0,14800.0,12100.0,18100.0,40500.0,22200.0,14800.0,18100.0,14800.0,18100.0,14800.0,14800.0,18100.0,18100.0,18100.0,27100.0,40500.0,33100.0,27100.0,22200.0,27100.0,27100.0,22200.0,27100.0,33100.0,33100.0,27100.0,40500.0,49500.0,33100.0,27100.0,33100.0,27100.0,33100.0,33100.0,33100.0,27100.0,27100.0,22200.0,27100.0,40500.0,33100.0,27100.0,27100.0,22200.0,33100.0,22200.0
space,space station,other,iss,40500.0,49%,22%,Low,0.0,,,,,,,,49500.0,27100.0,27100.0,22200.0,22200.0,33100.0,49500.0,33100.0,33100.0,27100.0,27100.0,27100.0,22200.0,27100.0,22200.0,22200.0,22200.0,40500.0,40500.0,33100.0,27100.0,27100.0,27100.0,33100.0,27100.0,74000.0,74000.0,165000.0,60500.0,74000.0,49500.0,40500.0,33100.0,49500.0,33100.0,33100.0,33100.0,49500.0,301000.0,135000.0,60500.0,49500.0,40500.0,49500.0,40500.0,74000.0,27100.0,33100.0,40500.0
observable objects,black holes,other,trou noir,27100.0,-18%,-33%,Low,1.0,0.23,1.84,,,,,,40500.0,33100.0,18100.0,18100.0,22200.0,18100.0,27100.0,27100.0,22200.0,22200.0,22200.0,27100.0,18100.0,22200.0,550000.0,33100.0,27100.0,40500.0,40500.0,49500.0,49500.0,40500.0,40500.0,40500.0,33100.0,40500.0,40500.0,40500.0,33100.0,33100.0,27100.0,40500.0,40500.0,40500.0,49500.0,40500.0,40500.0,49500.0,40500.0,40500.0,40500.0,27100.0,27100.0,27100.0,27100.0,33100.0,33100.0,33100.0,27100.0
observable objects,planets,other,neptune,27100.0,0%,-33%,Low,0.0,,,,,,,,27100.0,22200.0,18100.0,22200.0,18100.0,18100.0,18100.0,27100.0,22200.0,22200.0,22200.0,27100.0,22200.0,22200.0,18100.0,22200.0,22200.0,22200.0,22200.0,40500.0,33100.0,33100.0,33100.0,40500.0,33100.0,40500.0,40500.0,40500.0,33100.0,27100.0,27100.0,33100.0,33100.0,40500.0,33100.0,40500.0,40500.0,40500.0,33100.0,33100.0,27100.0,22200.0,22200.0,33100.0,40500.0,33100.0,27100.0,33100.0,27100.0
observable objects,moon,other,distance terre lune,22200.0,0%,-33%,Low,0.0,,,,,,,,22200.0,18100.0,14800.0,18100.0,14800.0,22200.0,22200.0,27100.0,18100.0,18100.0,18100.0,27100.0,22200.0,22200.0,18100.0,14800.0,14800.0,33100.0,33100.0,27100.0,22200.0,18100.0,18100.0,27100.0,22200.0,33100.0,33100.0,33100.0,22200.0,18100.0,18100.0,22200.0,18100.0,22200.0,22200.0,22200.0,33100.0,33100.0,60500.0,33100.0,22200.0,27100.0,22200.0,27100.0,22200.0,22200.0,22200.0,33100.0,22200.0
observable objects,planets,other,uranus,33100.0,22%,0%,Low,0.0,,,,,,,,27100.0,18100.0,14800.0,18100.0,18100.0,14800.0,14800.0,22200.0,18100.0,18100.0,18100.0,22200.0,18100.0,18100.0,18100.0,18100.0,18100.0,14800.0,18100.0,27100.0,27100.0,27100.0,22200.0,33100.0,27100.0,33100.0,40500.0,33100.0,22200.0,18100.0,22200.0,33100.0,27100.0,33100.0,40500.0,33100.0,33100.0,40500.0,33100.0,33100.0,27100.0,18100.0,18100.0,33100.0,27100.0,27100.0,27100.0,33100.0,33100.0
observable objects,moon,other,lune gibbeuse croissante,4400.0,400%,175%,Low,0.0,,,,,,,,1900.0,390.0,320.0,720.0,590.0,590.0,390.0,720.0,480.0,590.0,320.0,590.0,720.0,880.0,880.0,480.0,720.0,1000.0,1000.0,720.0,1000.0,1000.0,720.0,720.0,880.0,1300.0,1600.0,1900.0,1600.0,1600.0,1900.0,1300.0,1300.0,1600.0,1600.0,1900.0,1600.0,1600.0,1600.0,1900.0,1300.0,1900.0,1900.0,1300.0,1300.0,1300.0,880.0,33100.0,4400.0
observable objects,stars,other,starlink,74000.0,173%,49%,Low,1.0,0.3,1.84,,,,,,27100.0,1300.0,1000.0,880.0,12100.0,2400.0,2900.0,5400.0,40500.0,14800.0,22200.0,9900.0,5400.0,3600.0,6600.0,22200.0,9900.0,5400.0,3600.0,4400.0,6600.0,9900.0,14800.0,18100.0,12100.0,12100.0,201000.0,60500.0,40500.0,27100.0,33100.0,18100.0,14800.0,22200.0,18100.0,18100.0,49500.0,33100.0,27100.0,110000.0,33100.0,33100.0,40500.0,40500.0,27100.0,27100.0,27100.0,33100.0,74000.0
astronomy,astronomy,other,astronomique,18100.0,-18%,-18%,Low,33.0,0.17,1.36,,,,,,22200.0,18100.0,14800.0,14800.0,14800.0,33100.0,33100.0,18100.0,18100.0,18100.0,18100.0,18100.0,14800.0,14800.0,14800.0,14800.0,14800.0,18100.0,18100.0,18100.0,18100.0,22200.0,18100.0,22200.0,18100.0,27100.0,33100.0,27100.0,22200.0,22200.0,22200.0,22200.0,22200.0,27100.0,27100.0,27100.0,22200.0,27100.0,27100.0,27100.0,18100.0,14800.0,18100.0,22200.0,22200.0,22200.0,22200.0,27100.0,18100.0
observable objects,galaxies,other,galaxies,27100.0,0%,-18%,High,76.0,0.68,0.84,,,,,,27100.0,27100.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,18100.0,22200.0,27100.0,27100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,40500.0,40500.0,33100.0,33100.0,33100.0,33100.0,27100.0,27100.0,22200.0,22200.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0
observable objects,planets,other,pluton,18100.0,-18%,-45%,Low,0.0,,,,,,,,22200.0,14800.0,18100.0,14800.0,14800.0,14800.0,22200.0,22200.0,18100.0,18100.0,18100.0,22200.0,14800.0,18100.0,14800.0,14800.0,18100.0,14800.0,22200.0,27100.0,22200.0,22200.0,22200.0,27100.0,22200.0,27100.0,33100.0,33100.0,27100.0,22200.0,22200.0,22200.0,22200.0,27100.0,27100.0,27100.0,33100.0,33100.0,27100.0,27100.0,22200.0,18100.0,22200.0,22200.0,22200.0,22200.0,22200.0,27100.0,18100.0
NA,NA,other,planet terre,49500.0,123%,83%,Low,33.0,,,,,,,,22200.0,12100.0,9900.0,9900.0,8100.0,8100.0,8100.0,22200.0,12100.0,12100.0,12100.0,14800.0,9900.0,14800.0,12100.0,12100.0,14800.0,14800.0,18100.0,49500.0,27100.0,27100.0,22200.0,33100.0,22200.0,33100.0,33100.0,27100.0,22200.0,14800.0,14800.0,49500.0,27100.0,33100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,18100.0,14800.0,14800.0,49500.0,27100.0,27100.0,22200.0,27100.0,49500.0
observable objects,eclipses,other,eclipse,27100.0,0%,0%,Low,2.0,0.39,0.94,,,,,,40500.0,33100.0,27100.0,27100.0,27100.0,450000.0,27100.0,33100.0,33100.0,27100.0,27100.0,90500.0,27100.0,33100.0,27100.0,27100.0,27100.0,60500.0,22200.0,33100.0,33100.0,33100.0,33100.0,40500.0,27100.0,33100.0,33100.0,27100.0,40500.0,27100.0,22200.0,33100.0,33100.0,33100.0,33100.0,27100.0,27100.0,33100.0,33100.0,33100.0,74000.0,22200.0,22200.0,33100.0,27100.0,33100.0,27100.0,27100.0,27100.0
space,people,other,astronaute,22200.0,0%,-18%,Medium,37.0,,,,,,,,18100.0,12100.0,9900.0,8100.0,8100.0,6600.0,8100.0,8100.0,12100.0,12100.0,12100.0,12100.0,9900.0,12100.0,12100.0,9900.0,9900.0,18100.0,12100.0,18100.0,18100.0,18100.0,18100.0,22200.0,22200.0,33100.0,33100.0,40500.0,22200.0,14800.0,18100.0,22200.0,22200.0,27100.0,22200.0,27100.0,27100.0,33100.0,60500.0,40500.0,22200.0,18100.0,14800.0,22200.0,22200.0,27100.0,22200.0,27100.0,22200.0
astronomy,ephemeris,other,éphéméride du jour,22200.0,-18%,50%,Low,1.0,1.84,1.84,,,,,,12100.0,18100.0,8100.0,8100.0,5400.0,14800.0,8100.0,8100.0,8100.0,14800.0,8100.0,8100.0,6600.0,9900.0,8100.0,9900.0,8100.0,9900.0,9900.0,8100.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,12100.0,18100.0,22200.0,22200.0,22200.0,22200.0,27100.0,27100.0,22200.0
observable objects,stars,other,sirius,18100.0,-18%,22%,Low,1.0,0.16,1.63,,,,,,14800.0,14800.0,12100.0,12100.0,12100.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,12100.0,12100.0,12100.0,14800.0,14800.0,14800.0,14800.0,14800.0,18100.0,18100.0,18100.0,18100.0,22200.0,18100.0,12100.0,14800.0,18100.0,14800.0,14800.0,18100.0,18100.0,14800.0,14800.0,18100.0,18100.0,18100.0,14800.0,18100.0,18100.0,18100.0,18100.0,18100.0,22200.0,22200.0,18100.0
observable objects,asteroids,other,asteroidi,8100.0,-45%,-45%,Low,0.0,,,,,,,,18100.0,12100.0,8100.0,14800.0,8100.0,6600.0,18100.0,14800.0,9900.0,12100.0,9900.0,12100.0,8100.0,14800.0,9900.0,18100.0,33100.0,22200.0,49500.0,22200.0,12100.0,12100.0,9900.0,33100.0,14800.0,135000.0,60500.0,18100.0,22200.0,18100.0,33100.0,22200.0,18100.0,27100.0,14800.0,14800.0,14800.0,40500.0,12100.0,22200.0,9900.0,9900.0,8100.0,14800.0,9900.0,14800.0,14800.0,22200.0,8100.0
observable objects,moon,other,lune gibbeuse décroissante,3600.0,400%,260%,Low,0.0,,,,,,,,1300.0,390.0,390.0,320.0,260.0,480.0,480.0,320.0,390.0,140.0,320.0,480.0,390.0,320.0,390.0,720.0,880.0,390.0,720.0,480.0,720.0,390.0,590.0,720.0,720.0,720.0,1300.0,1000.0,1000.0,880.0,1600.0,1000.0,1000.0,1000.0,1300.0,1600.0,1000.0,1600.0,1300.0,1000.0,1000.0,1300.0,1300.0,1000.0,880.0,1000.0,720.0,22200.0,3600.0
astronomy,ephemeris,other,ephemeride 2022,5400.0,0%,26900%,High,100.0,0.11,0.53,,,,,,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,30.0,40.0,70.0,140.0,170.0,320.0,590.0,1000.0,2400.0,5400.0,18100.0,5400.0
observable objects,moon,other,phase de la lune,12100.0,0%,0%,Low,1.0,0.24,0.73,,,,,,12100.0,8100.0,8100.0,9900.0,8100.0,8100.0,8100.0,8100.0,9900.0,8100.0,8100.0,9900.0,8100.0,9900.0,9900.0,9900.0,9900.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,14800.0,12100.0,14800.0,18100.0,18100.0,12100.0,12100.0,14800.0,12100.0,12100.0,12100.0,12100.0,14800.0,12100.0,14800.0,14800.0,14800.0,9900.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,18100.0,12100.0
